id,genre_ids,original_language,overview,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime
457232,"{18,36}",en,"Follow the launch of Lamborghini’s career as a manufacturer of tractors, a creator of military vehicles during World War II, and the designer of Lamborghini cars, which he launched in 1963 as the high-end sports car company Automobili Lamborghini.",60.492,2022-11-18,Lamborghini: The Man Behind the Legend,6.4,424,0.0,0.0,97
517093,"{18,28,10752}",ru,"After the NATO bombing of Yugoslavia in 1999, the Yugoslav army pulls out of Kosovo region, leaving Serbian people at the mercy of the Albanian UCK. A small band of soldiers must take over the Slatina airport, and hold it until the Russian peacekeepers arrive.",60.484,2019-03-21,Balkan Line,7.6,428,3500000.0,4944386.0,130
274855,"{28,878,53}",en,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",60.484,2017-10-12,Geostorm,6.1,4514,120000000.0,221600160.0,109
560057,"{16,12,10751,14}",en,"In an era when terrifying beasts roamed the seas, monster hunters were celebrated heroes. None were more beloved than the great Jacob Holland. But when young Maisie Brumble stows away on his fabled ship, he's saddled with an unexpected ally. Together they embark on an epic journey into uncharted waters and make history.",60.388,2022-06-24,The Sea Beast,7.4,1313,0.0,0.0,119
769,"{18,80}",en,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",60.322,1990-09-12,GoodFellas,8.5,12016,25000000.0,46800000.0,145
4348,"{18,10749}",en,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",60.302,2005-09-16,Pride & Prejudice,8.1,7534,28000000.0,121616555.0,127
22705,"{35,18,10749}",it,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.",60.275,2000-01-28,Cheeky,5.5,228,0.0,0.0,91
425909,"{14,35,12}",en,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",60.199,2021-11-11,Ghostbusters: Afterlife,7.4,4056,75000000.0,191000000.0,124
949,"{28,80,18}",en,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,60.168,1995-12-15,Heat,7.9,6738,60000000.0,187400000.0,170
17979,"{16,10751,14}",en,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",60.165,2009-11-04,A Christmas Carol,6.9,4324,200000000.0,325300000.0,94
577922,"{28,53,878}",en,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",60.105,2020-08-22,Tenet,7.2,8974,205000000.0,365304105.0,150
287947,"{28,35,14}",en,A boy is given the ability to become an adult superhero in times of need with a single magic word.,60.036,2019-03-29,Shazam!,7.0,8990,80000000.0,366080049.0,132
539681,"{16,28,10751,35,878}",en,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",60.01,2022-07-27,DC League of Super-Pets,7.3,1391,90000000.0,203000000.0,105
400155,"{16,35,10751,14}",en,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",59.925,2018-06-28,Hotel Transylvania 3: Summer Vacation,6.9,4140,80000000.0,528600000.0,97
297761,"{28,12,14}",en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",57.221,2016-08-03,Suicide Squad,5.9,20314,175000000.0,746846894.0,123
756999,"{27,53}",en,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",59.923,2022-06-22,The Black Phone,7.7,4343,17000000.0,161400000.0,103
8363,{35},en,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,59.882,2007-03-20,Superbad,7.2,6791,20000000.0,170800000.0,113
532639,"{14,12,10751}",en,A wooden puppet embarks on a thrilling adventure to become a real boy.,59.874,2022-09-07,Pinocchio,6.4,1467,0.0,0.0,105
980137,{35},es,"Florencia and Vicente are getting divorced. When both are promoted at their jobs, they will do anything in order to do not keep custody of their children.",59.873,2023-11-30,Dad or Mom,2.8,2,0.0,0.0,92
159824,"{16,35,10751,14}",en,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",59.834,2015-09-21,Hotel Transylvania 2,6.8,5425,80000000.0,473200000.0,89
350,"{18,35}",en,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",59.827,2006-06-29,The Devil Wears Prada,7.4,11287,35000000.0,326706115.0,109
879957,"{28,27}",en,"In a zombie-infested Australian wasteland, soldier Rhys has dedicated his life to tracking and capturing survivors for the Surgeon General in hopes of finding a cure.",59.812,2022-02-10,Wyrmwood: Apocalypse,5.4,87,0.0,0.0,88
158015,"{878,27,53}",en,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",59.809,2013-05-31,The Purge,6.3,8004,3000000.0,89328627.0,86
626735,"{18,35}",en,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,59.788,2022-02-17,Dog,7.3,1371,20000000.0,84774243.0,102
72105,"{35,14}",en,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",59.769,2012-06-29,Ted,6.4,11679,50000000.0,549368315.0,107
286217,"{18,12,878}",en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",59.763,2015-09-30,The Martian,7.7,18778,108000000.0,630600000.0,141
581387,"{28,12,53}",ko,A group of unlikely heroes from across the Korean peninsula try to save the day after a volcano erupts on the mythical and majestic Baekdu Mountain.,59.75,2019-12-19,Ashfall,6.8,523,17700000.0,61321941.0,128
522938,"{28,53,18}",en,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",59.667,2019-09-19,Rambo: Last Blood,6.5,3613,50000000.0,91500000.0,89
379686,"{10751,16,35,878}",en,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",59.617,2021-07-08,Space Jam: A New Legacy,6.8,3787,150000000.0,163700000.0,115
4248,{35},en,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",59.546,2001-07-04,Scary Movie 2,5.8,4353,45000000.0,141200000.0,83
747188,"{35,18}",en,"In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",59.539,2023-06-08,Asteroid City,6.5,1295,25000000.0,47281670.0,105
272,"{28,80,18}",en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",59.531,2005-06-10,Batman Begins,7.7,19904,150000000.0,374218673.0,140
111,"{28,80,18}",en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",59.5,1983-12-09,Scarface,8.2,11013,25000000.0,66023329.0,170
16869,"{18,53,10752}",en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",59.491,2009-08-02,Inglourious Basterds,8.2,21128,70000000.0,321457747.0,153
1081662,{27},en,"After hitting a breaking point, Hannah's inner thoughts physicalize into a monstrous creature that threatens to upend her life.",59.461,2023-03-11,Appendage,5.8,93,0.0,0.0,94
2322,"{35,80,18}",en,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",59.323,1992-09-09,Sneakers,6.9,826,23000000.0,105232691.0,126
158852,"{12,10751,9648,878}",en,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",57.904,2015-05-19,Tomorrowland,6.3,6666,190000000.0,209154322.0,130
530385,"{27,18,9648}",en,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",59.317,2019-07-03,Midsommar,7.2,6425,9000000.0,48059189.0,147
77338,"{18,35}",fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,59.292,2011-11-02,The Intouchables,8.3,16384,13000000.0,426600000.0,113
626332,"{35,18}",en,"The inspiring true story of Richard Montañez, the Frito Lay janitor who channeled his Mexican American heritage and upbringing to turn the iconic Flamin’ Hot Cheetos into a snack that disrupted the food industry and became a global pop culture phenomenon.",59.215,2023-03-11,Flamin' Hot,8.2,449,0.0,0.0,99
102651,"{14,12,28,10751,10749}",en,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",59.15,2014-05-28,Maleficent,7.1,12605,180000000.0,758539785.0,97
11970,"{16,10751,14,12,35,10749}",en,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",59.101,1997-06-20,Hercules,7.5,6937,85000000.0,252712101.0,93
225886,{35},en,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",59.091,2014-07-17,Sex Tape,5.4,3909,40000000.0,126069509.0,97
912916,"{10749,18,35}",en,"Highly intelligent computer major Zoey Miller is uninterested in romantic love, but her life is turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend.",59.048,2023-10-19,The Other Zoey,7.2,210,0.0,168000.0,91
343144,"{10749,35,18}",ca,Multiple love stories unfold in Barcelona during Christmas's Eve.,59.043,2015-12-04,Barcelona Christmas Night,6.3,70,0.0,0.0,95
474412,"{18,10749}",ko,"Gwang-ho is bored except for the time he's taking off his girlfriend's underwear. He visits his Seoul home at the news that his grandfather is dying. Amidst the awkwardness, he remembers something. Ji-yoon is his cousin who has grown up to be a young lady. Gwang-ho is attracted to the fully grown woman and the same is said for Ji-yoon.",59.015,2017-02-28,To Her,6.4,7,0.0,0.0,90
1181678,"{35,10749}",es,"Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer.",59.006,2023-09-21,¿Quieres ser mi hijo?,8.6,195,0.0,0.0,100
616747,"{14,35,27,10751}",en,A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,58.963,2023-07-26,Haunted Mansion,6.6,818,157800000.0,117300000.0,123
9552,{27},en,"Twelve year old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest struggling with his own faith.",58.947,1973-12-26,The Exorcist,7.7,7493,12000000.0,441400000.0,122
506574,"{10751,10770,12,14}",en,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,58.938,2019-08-02,Descendants 3,7.7,1394,15000000.0,0.0,106
270303,"{27,9648}",en,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",58.917,2015-02-04,It Follows,6.6,5997,2000000.0,14674076.0,101
50546,"{35,10749}",en,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",58.913,2011-02-10,Just Go with It,6.7,5373,80000000.0,214945591.0,117
466272,"{35,18,53}",en,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",58.855,2019-07-24,Once Upon a Time… in Hollywood,7.4,12491,95000000.0,374300000.0,162
339984,"{10751,18,14}",en,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",58.85,2016-03-17,Miracles from Heaven,7.4,1122,16000000.0,74000000.0,119
273248,"{18,9648,37}",en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,58.827,2015-12-25,The Hateful Eight,7.7,13473,44000000.0,155760117.0,188
798286,"{35,12,14}",en,A paranoid man embarks on an epic odyssey to get home to his mother.,58.819,2023-04-14,Beau Is Afraid,6.8,697,35000000.0,10000000.0,179
607,"{28,12,35,878}",en,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",58.791,1997-07-02,Men in Black,7.2,13021,90000000.0,589390539.0,98
278924,"{28,80,53}",en,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",58.753,2016-08-25,Mechanic: Resurrection,6.0,3142,40000000.0,125729635.0,98
616820,"{27,53}",en,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",58.729,2022-10-12,Halloween Ends,6.2,1524,20000000.0,104400000.0,111
254128,"{28,18,53}",en,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",58.725,2015-05-27,San Andreas,6.2,8148,110000000.0,473990832.0,114
346910,"{878,28,12}",en,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",58.638,2018-09-05,The Predator,5.6,4346,88000000.0,160542134.0,107
316727,"{28,27,53}",en,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",58.585,2016-06-29,The Purge: Election Year,6.4,5004,10000000.0,118587880.0,105
933138,"{53,27}",en,A young man who is haunted by his murdered brother turns to a psychiatrist whose unorthodox treatment twists his world even further.,58.571,2022-10-11,Mantra,0.0,0,0.0,0.0,103
37165,"{35,18}",en,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",58.493,1998-06-04,The Truman Show,8.1,17185,60000000.0,264118201.0,103
76492,"{16,35,10751,14}",en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",58.475,2012-09-20,Hotel Transylvania,7.0,8160,85000000.0,358375603.0,91
512195,"{28,35,80}",en,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",58.463,2021-11-04,Red Notice,6.8,5294,160000000.0,178143.0,118
554596,{35},es,Ex-con Zequi and company come back for a new adventure.,58.454,2019-03-15,No Manches Frida 2,8.0,821,0.0,0.0,102
335988,"{28,12,878}",en,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",58.328,2017-06-16,Transformers: The Last Knight,6.1,5822,217000000.0,605400000.0,154
899579,"{27,9648,53}",en,"Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",58.234,2023-01-17,There's Something Wrong with the Children,5.9,151,0.0,0.0,92
264859,"{10749,35}",de,This comedy has everyone's favorite 6 Swedish gals enjoying their stay in the alps. When the girls aren't enjoying the pleasure of their own company they're out having a good time with nearly everyone else in town.,58.23,1983-07-22,Six Swedish Girls in Alps,6.6,51,0.0,0.0,90
1107872,{53},pl,"Nina, a former NATO special operations agent living in hiding, has to use all her deadly skills to rescue her son who has been kidnapped by ruthless gangsters. Finding Max is a double opportunity for her. A chance to feel the adrenaline rush again, and an opportunity to get back into the life of the son she had to abandon years ago.",58.204,2023-05-24,Mother's Day,5.9,193,0.0,0.0,94
995206,"{53,80,28,18}",ja,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",58.181,2023-05-19,Hard Days,7.0,26,0.0,0.0,118
290098,"{53,18,10749}",ko,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",58.177,2016-06-01,The Handmaiden,8.2,3392,8575000.0,38600000.0,145
2109,"{28,35,80}",en,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",58.168,1998-09-18,Rush Hour,7.0,4495,33000000.0,244721064.0,98
181808,"{12,28,878}",en,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",58.12,2017-12-13,Star Wars: The Last Jedi,6.8,14517,200000000.0,1332698830.0,152
76617,"{27,53}",en,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",58.089,2013-01-03,Texas Chainsaw 3D,5.5,1568,10000000.0,47300000.0,92
35,"{16,35,10751}",en,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",57.872,2007-07-25,The Simpsons Movie,7.0,7547,75000000.0,527068851.0,87
717728,"{27,53,9648}",en,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",57.818,2022-09-15,Jeepers Creepers: Reborn,5.5,908,5000000.0,6175213.0,88
453405,"{878,28,53}",en,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",57.817,2019-10-02,Gemini Man,6.3,4815,140000000.0,173469516.0,117
562,"{28,53}",en,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",57.804,1988-07-15,Die Hard,7.8,10465,28000000.0,140767956.0,132
653346,"{28,878}",en,"Several generations in the future following Caesar's reign, apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike.",57.763,2024-05-22,Kingdom of the Planet of the Apes,0.0,0,0.0,0.0,0
265712,"{16,10751,878,14}",ja,Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.,57.75,2014-08-08,Stand by Me Doraemon,7.3,483,35000000.0,83061158.0,90
950,"{16,10751,35,12}",en,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",57.739,2006-03-29,Ice Age: The Meltdown,6.7,9221,80000000.0,660998756.0,91
937278,"{35,18}",en,"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",57.692,2022-12-28,A Man Called Otto,7.8,2101,50000000.0,108961677.0,126
43347,"{18,35,10749}",en,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",57.677,2010-11-04,Love & Other Drugs,7.0,4826,30000000.0,102800000.0,112
50268,{18},it,"After the renewed flings with their former lovers prove to be disastrously unlike the romantic memories, an unfaithful couple returns to each other.",57.602,1987-02-25,Love & Passion,5.5,40,0.0,0.0,98
331482,"{18,10749}",en,Four sisters come of age in America in the aftermath of the Civil War.,57.565,2019-12-25,Little Women,7.9,5838,40000000.0,216600000.0,135
76163,"{28,12,53}",en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",57.537,2012-08-08,The Expendables 2,6.3,6403,100000000.0,315000000.0,103
1115710,{27},en,"A year after the incident at the Mount, the police are still investigating the murders of Philomena and Caroline. The Mount has been cordoned off by the police. However, on Halloween night, a group of teenagers break in. They plan on holding a wedding between friends, conducted by a rather odd character, however, little did they know some unexpected guests would show up to crash the party.",57.536,2023-05-12,The Mount 2,5.5,16,0.0,0.0,81
57800,"{16,35,12,10751}",en,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",57.508,2012-06-27,Ice Age: Continental Drift,6.4,7153,95000000.0,877244782.0,88
273477,"{35,27}",en,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",57.466,2015-10-23,Scouts Guide to the Zombie Apocalypse,6.5,1777,15000000.0,14860766.0,93
805320,"{53,878,27}",es,"After a mysterious force decimates the world’s population, Sebastian must navigate his own survival journey through the desolate streets of Barcelona. As he forms uneasy alliances with other survivors and they try to escape the city, an unexpected and even more sinister threat grows.",57.453,2023-07-14,Bird Box Barcelona,6.0,557,19800000.0,0.0,124
1070830,{16},es,,57.412,2023-01-12,Una aventura gigante,7.3,4,0.0,0.0,0
245891,"{28,53}",en,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,57.392,2014-10-22,John Wick,7.4,18229,20000000.0,88761661.0,101
450465,"{53,18,878}",en,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",57.329,2019-01-16,Glass,6.7,7915,20000000.0,247000000.0,129
873126,"{28,80,53}",it,"After old enemies kill his family, a former mafia enforcer and his feisty daughter flee to Milan, where they hide out while plotting their revenge.",57.324,2022-11-30,My Name Is Vendetta,6.7,554,0.0,0.0,90
812,"{16,10751,12,14,10749}",en,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",57.296,1992-11-25,Aladdin,7.6,10699,28000000.0,504050219.0,95
424,"{18,36,10752}",en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,57.249,1993-12-15,Schindler's List,8.6,14951,22000000.0,321365567.0,195
1145851,"{27,12}",es,"Explores the Spanish origins of the character's story, where he is a tuberculosis patient from Almeria who will do anything to get well, even consuming the blood of the kids he kidnaps in a sack.",57.201,2023-08-11,The Boogeyman: The Origin of the Myth,6.1,44,0.0,0.0,0
